|dates|Pasquotank_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Pasquotank_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Pasquotank_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Pasquotank_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Pasquotank_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Pasquotank_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|96.0|0|9.0|0|0.0|0
0|2020-05-25|96.0|0|9.0|0|0.0|0
0|2020-05-26|96.0|0|9.0|0|0.0|0
