|dates|Griggs_NorthDakota_UnitedStates.JHU_ConfirmedCases.data|Griggs_NorthDakota_UnitedStates.JHU_ConfirmedCases.missing|Griggs_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Griggs_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Griggs_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Griggs_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|1266.0|0|25.0|0|0.0|0
0|2020-05-28|1266.0|0|25.0|0|0.0|0
0|2020-05-29|1266.0|0|25.0|0|0.0|0
0|2020-05-30|1266.0|0|25.0|0|0.0|0
